1700904276762,986,AboutPage,200,OK,Thread Group 1-5,text,true,,143576,125,7,7,https://lifecharger.eu/about/,533,0,0
1700904273607,4159,HomePage,200,OK,Thread Group 1-20,text,true,,184225,119,7,7,https://lifecharger.eu/,2274,0,2193
1700904276477,1293,AboutPage,200,OK,Thread Group 1-4,text,true,,143576,125,7,7,https://lifecharger.eu/about/,512,0,0
1700904277569,205,BlogPage,200,OK,Thread Group 1-3,text,true,,72454,124,7,7,https://lifecharger.eu/blog/,82,0,0
1700904276684,1122,AboutPage,200,OK,Thread Group 1-15,text,true,,143576,125,6,6,https://lifecharger.eu/about/,572,0,0
1700904273506,4315,HomePage,200,OK,Thread Group 1-18,text,true,,184225,119,6,6,https://lifecharger.eu/,2374,0,2292
1700904277750,75,BlogPage,200,OK,Thread Group 1-5,text,true,,72454,124,6,6,https://lifecharger.eu/blog/,65,0,0
1700904277771,71,BlogPage,200,OK,Thread Group 1-4,text,true,,72454,124,5,5,https://lifecharger.eu/blog/,63,0,0
1700904272743,5105,HomePage,200,OK,Thread Group 1-2,text,true,,184225,119,4,4,https://lifecharger.eu/,3150,0,3051
1700904277808,74,BlogPage,200,OK,Thread Group 1-15,text,true,,72454,124,4,4,https://lifecharger.eu/blog/,62,0,0
1700904277768,136,AboutPage,200,OK,Thread Group 1-20,text,true,,143576,125,3,3,https://lifecharger.eu/about/,71,0,0
1700904277823,126,AboutPage,200,OK,Thread Group 1-18,text,true,,143576,125,3,3,https://lifecharger.eu/about/,64,0,0
1700904277904,75,BlogPage,200,OK,Thread Group 1-20,text,true,,72454,124,3,3,https://lifecharger.eu/blog/,66,0,0
1700904277850,128,AboutPage,200,OK,Thread Group 1-2,text,true,,143576,125,3,3,https://lifecharger.eu/about/,65,0,0
1700904277950,70,BlogPage,200,OK,Thread Group 1-18,text,true,,72454,124,2,2,https://lifecharger.eu/blog/,62,0,0
1700904277979,72,BlogPage,200,OK,Thread Group 1-2,text,true,,72454,124,1,1,https://lifecharger.eu/blog/,64,0,0
